Unnamed: 0,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
1012,Hadfield,24 Talbot St,3,h,631500,S,Stockdale,18-06-2016,12.1,3046,4,1,3,593,95,1965,Moreland,-37.7133,144.947,Northern Metropolitan,2606
1015,Hadfield,19 Barbara St,3,h,550000,SP,Brad,22-05-2016,12.1,3046,3,1,3,610,142,1960,Moreland,-37.7107,144.9419,Northern Metropolitan,2606
1016,Hadfield,100 South St,2,h,330000,VB,Stockdale,22-05-2016,12.1,3046,2,1,1,249,2,1970,Moreland,-37.714,144.939,Northern Metropolitan,2606
1020,Hadfield,92 West St,2,h,715888,S,Barry,25-02-2017,12.1,3046,2,1,1,613,92,1960,Moreland,-37.7099,144.938,Northern Metropolitan,2606
1022,Hadfield,2/22 Volga St,2,t,468000,S,Nelson,26-07-2016,12.1,3046,2,1,1,137,110,2012,Moreland,-37.707,144.9413,Northern Metropolitan,2606
1025,Hadfield,25 East St,2,h,515000,S,D'Aprano,27-11-2016,12.1,3046,2,1,2,345,79,1990,Moreland,-37.7128,144.9496,Northern Metropolitan,2606
1030,Kensington,65 Gatehouse Dr,3,h,852000,S,Nelson,03-09-2016,4.2,3031,3,1,1,166,138,2000,Melbourne,-37.7929,144.9197,Northern Metropolitan,5263
1031,Kensington,35 Henry St,3,h,1037000,S,Rendina,03-09-2016,4.2,3031,3,1,1,188,106,1910,Melbourne,-37.7953,144.9275,Northern Metropolitan,5263
1033,Kensington,14 Hardiman St,3,h,1470000,S,Nelson,04-03-2017,4.2,3031,3,1,1,199,121,1910,Melbourne,-37.7957,144.932,Northern Metropolitan,5263
1036,Kensington,403/72 Altona St,2,u,492500,S,Pagan,04-06-2016,4.2,3031,2,1,1,0,81,2008,Melbourne,-37.7974,144.9261,Northern Metropolitan,5263
1037,Kensington,2/65 Bayswater Rd,2,u,420000,VB,Alexkarbon,04-06-2016,4.2,3031,2,1,1,0,55,1970,Melbourne,-37.794,144.923,Northern Metropolitan,5263
1042,Kensington,1/16 Mawbey St,2,u,420000,SP,Nelson,06-08-2016,4.2,3031,2,1,1,0,80,2002,Melbourne,-37.7899,144.9231,Northern Metropolitan,5263
1046,Kensington,72 Bayswater Rd,3,h,1271000,S,Edward,07-05-2016,4.2,3031,3,1,1,284,113,1900,Melbourne,-37.7938,144.9228,Northern Metropolitan,5263
1047,Kensington,67 Collett St,3,h,1010000,PI,Edward,07-05-2016,4.2,3031,3,1,0,234,104,1900,Melbourne,-37.7923,144.9332,Northern Metropolitan,5263
1048,Kensington,4/130 Kensington Rd,2,t,750000,S,Rendina,07-05-2016,4.2,3031,2,1,1,325,112,2002,Melbourne,-37.7976,144.9213,Northern Metropolitan,5263
1052,Kensington,10 Altona St,2,h,905000,S,Edward,08-10-2016,4.2,3031,2,2,1,138,126,1999,Melbourne,-37.799,144.9276,Northern Metropolitan,5263
1053,Kensington,70 Hardiman St,2,h,960000,S,Nelson,08-10-2016,4.2,3031,2,1,1,174,72,1900,Melbourne,-37.7959,144.9343,Northern Metropolitan,5263
1054,Kensington,94 McConnell St,2,h,1031000,SP,Woodards,08-10-2016,4.2,3031,2,1,1,163,99,1900,Melbourne,-37.7929,144.9287,Northern Metropolitan,5263
1056,Kensington,13 Youlden St,3,h,870000,S,Greg,08-10-2016,4.2,3031,3,1,1,211,95,1992,Melbourne,-37.7891,144.926,Northern Metropolitan,5263
1057,Kensington,41 Barnett St,3,h,1165000,S,Nelson,10-09-2016,4.2,3031,3,1,0,239,135,1910,Melbourne,-37.7923,144.9324,Northern Metropolitan,5263
1058,Kensington,11 Nottingham St,5,h,1710000,PI,Nelson,10-09-2016,4.2,3031,5,2,2,566,270,1890,Melbourne,-37.7893,144.933,Northern Metropolitan,5263
1060,Kensington,39 Henry St,3,h,1455000,S,Jellis,10-12-2016,4.2,3031,3,1,0,275,120,1900,Melbourne,-37.7954,144.9274,Northern Metropolitan,5263
1061,Kensington,114/71 Henry St,1,u,365000,VB,Edward,10-12-2016,4.2,3031,1,1,1,0,47,2012,Melbourne,-37.7961,144.9261,Northern Metropolitan,5263
1063,Kensington,118/80 Ormond St,2,u,442000,S,Nelson,10-12-2016,4.2,3031,2,2,1,3448,71,2010,Melbourne,-37.7976,144.9285,Northern Metropolitan,5263
1064,Kensington,51 Rankins Rd,2,h,765000,S,Nardella,10-12-2016,4.2,3031,2,1,2,158,76,1965,Melbourne,-37.7902,144.9319,Northern Metropolitan,5263
1065,Kensington,407/72 Altona St,2,u,515000,SP,Pagan,11-02-2017,4.2,3031,2,1,1,3957,81,2010,Melbourne,-37.7974,144.9261,Northern Metropolitan,5263
1068,Kensington,119/71 Henry St,1,u,370000,VB,Edward,12-06-2016,4.2,3031,1,1,1,0,50,2012,Melbourne,-37.7961,144.9261,Northern Metropolitan,5263
1071,Kensington,109 Rankins Rd,2,h,1234500,SP,Nelson,13-08-2016,4.2,3031,2,2,2,169,127,2008,Melbourne,-37.7922,144.9316,Northern Metropolitan,5263
1072,Kensington,11/33 Rankins Rd,2,u,666000,S,Nelson,13-08-2016,4.2,3031,2,1,2,1111,92,1998,Melbourne,-37.7896,144.9321,Northern Metropolitan,5263
1075,Kensington,32 Epsom Rd,2,h,825000,S,Rendina,14-05-2016,4.2,3031,2,1,1,211,88,1915,Melbourne,-37.7925,144.9264,Northern Metropolitan,5263
1079,Kensington,14 Altona St,2,t,812000,SP,Rendina,16-04-2016,4.2,3031,2,1,0,132,79,1887,Melbourne,-37.7989,144.9275,Northern Metropolitan,5263
1080,Kensington,11 Nottingham St,5,h,1900000,VB,Nelson,16-04-2016,4.2,3031,5,2,2,566,270,1890,Melbourne,-37.7893,144.933,Northern Metropolitan,5263
1082,Kensington,13/26 Barnett St,1,u,445000,S,Jellis,18-03-2017,4.2,3031,1,1,0,0,67,1997,Moonee Valley,-37.7913,144.9323,Northern Metropolitan,5263
1083,Kensington,38 Rourke La,2,h,732000,SP,Nelson,18-06-2016,4.2,3031,3,2,1,94,130,2002,Melbourne,-37.7934,144.9166,Northern Metropolitan,5263
1084,Kensington,33 Barnett St,3,h,1260000,S,Nelson,19-11-2016,4.2,3031,3,2,2,250,147,1900,Melbourne,-37.792,144.9324,Northern Metropolitan,5263
1085,Kensington,51 Gatehouse Dr,3,h,1000000,SP,Nelson,19-11-2016,4.2,3031,3,2,2,211,132,1997,Melbourne,-37.7926,144.9197,Northern Metropolitan,5263
1086,Kensington,26 Hopetoun St,2,h,1155000,SP,Edward,19-11-2016,4.2,3031,2,1,1,197,101,1890,Moonee Valley,-37.7918,144.9264,Northern Metropolitan,5263
1090,Kensington,148b Kensington Rd,3,t,790000,SP,Edward,22-08-2016,4.2,3031,3,2,2,1181,136,2003,Melbourne,-37.7982,144.9202,Northern Metropolitan,5263
1092,Kensington,66 Parsons St,2,t,700000,VB,Nelson,22-08-2016,4.2,3031,2,2,1,324,97,2009,Melbourne,-37.7903,144.9345,Northern Metropolitan,5263
1094,Kensington,49 Robertson St,3,h,1230000,S,Nelson,22-08-2016,4.2,3031,3,1,1,312,109,1915,Melbourne,-37.793,144.934,Northern Metropolitan,5263
1097,Kensington,208/465 MacAulay Rd,2,u,460000,SP,Rendina,23-04-2016,4.2,3031,2,1,1,0,84,2010,Melbourne,-37.7948,144.9314,Northern Metropolitan,5263
1098,Kensington,1/16 Mawbey St,2,u,395000,PI,Nelson,23-04-2016,4.2,3031,2,1,1,0,80,2002,Melbourne,-37.7899,144.9231,Northern Metropolitan,5263
1100,Kensington,123 Rankins Rd,2,h,850000,SP,Nelson,24-09-2016,4.2,3031,2,1,1,169,90,1900,Melbourne,-37.7925,144.9315,Northern Metropolitan,5263
1106,Kensington,5 Rogan La,2,h,868000,S,Nelson,25-02-2017,4.2,3031,2,1,1,97,103,2000,Melbourne,-37.7921,144.9234,Northern Metropolitan,5263
1108,Kensington,1/5 Wight St,2,t,773000,S,Rendina,26-07-2016,4.2,3031,2,1,1,0,90,1970,Melbourne,-37.7937,144.9295,Northern Metropolitan,5263
1109,Kensington,111/18 Bent St,2,u,631090,S,Alexkarbon,27-06-2016,4.2,3031,2,2,1,2136,94,2012,Melbourne,-37.7956,144.935,Northern Metropolitan,5263
1110,Kensington,10/2 Howlett St,2,u,410000,PI,Rendina,27-06-2016,4.2,3031,2,1,1,0,86,2000,Melbourne,-37.7897,144.9228,Northern Metropolitan,5263
1112,Kensington,301/84 Altona St,2,u,425000,S,Rendina,27-11-2016,4.2,3031,2,1,1,0,59,2006,Melbourne,-37.7966,144.9254,Northern Metropolitan,5263
